"ensembl_id_original","ensembl_id_clean","gene_symbol","gene_biotype","description","has_symbol","is_protein_coding"
"ENSG00000164129","ENSG00000164129","NPY5R","protein_coding","neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:HGNC:7958]",TRUE,TRUE
"ENSG00000249074","ENSG00000249074","NDUFB2P1","processed_pseudogene","NADH:ubiquinone oxidoreductase subunit B2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:52266]",TRUE,FALSE
"ENSG00000241877","ENSG00000241877","","processed_pseudogene","ribosomal protein L19 (RPL19) pseudogene",FALSE,FALSE
"ENSG00000164123","ENSG00000164123","SPMIP2","protein_coding","sperm microtubule inner protein 2 [Source:HGNC Symbol;Acc:HGNC:26342]",TRUE,TRUE
"ENSG00000251128","ENSG00000251128","WWC2-AS1","lncRNA","WWC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41041]",TRUE,FALSE
"ENSG00000231171","ENSG00000231171","LINC01098","lncRNA","long intergenic non-protein coding RNA 1098 [Source:HGNC Symbol;Acc:HGNC:27731]",TRUE,FALSE
"ENSG00000248431","ENSG00000248431","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000287226","ENSG00000287226","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000248197","ENSG00000248197","LINC00290","lncRNA","long intergenic non-protein coding RNA 290 [Source:HGNC Symbol;Acc:HGNC:38515]",TRUE,FALSE
"ENSG00000251407","ENSG00000251407","MTND1P22","unprocessed_pseudogene","MT-ND1 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:42093]",TRUE,FALSE
"ENSG00000286371","ENSG00000286371","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000287433","ENSG00000287433","","lncRNA","novel transcript, antisense to ENPP6",FALSE,FALSE
"ENSG00000248816","ENSG00000248816","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000038295","ENSG00000038295","TLL1","protein_coding","tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]",TRUE,TRUE
"ENSG00000249284","ENSG00000249284","","processed_pseudogene","PC4 and SFRS1 interacting protein 1 (PSIP1) pseudogene",FALSE,FALSE
"ENSG00000164114","ENSG00000164114","MAP9","protein_coding","microtubule associated protein 9 [Source:HGNC Symbol;Acc:HGNC:26118]",TRUE,TRUE
"ENSG00000109576","ENSG00000109576","AADAT","protein_coding","aminoadipate aminotransferase [Source:HGNC Symbol;Acc:HGNC:17929]",TRUE,TRUE
"ENSG00000287775","ENSG00000287775","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249875","ENSG00000249875","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249317","ENSG00000249317","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000248249","ENSG00000248249","","processed_pseudogene","Rac GTPase activating protein 1 (RACGAP1) pseudogene",FALSE,FALSE
"ENSG00000251253","ENSG00000251253","MTHFD2P4","processed_pseudogene","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:48862]",TRUE,FALSE
"ENSG00000168594","ENSG00000168594","ADAM29","protein_coding","ADAM metallopeptidase domain 29 [Source:HGNC Symbol;Acc:HGNC:207]",TRUE,TRUE
"ENSG00000250488","ENSG00000250488","LINC02233","lncRNA","long intergenic non-protein coding RNA 2233 [Source:HGNC Symbol;Acc:HGNC:53104]",TRUE,FALSE
"ENSG00000249008","ENSG00000249008",NA,NA,NA,FALSE,FALSE
"ENSG00000109674","ENSG00000109674","NEIL3","protein_coding","nei like DNA glycosylase 3 [Source:HGNC Symbol;Acc:HGNC:24573]",TRUE,TRUE
"ENSG00000164122","ENSG00000164122","ASB5","protein_coding","ankyrin repeat and SOCS box containing 5 [Source:HGNC Symbol;Acc:HGNC:17180]",TRUE,TRUE
"ENSG00000251025","ENSG00000251025","NDUFB5P1","processed_pseudogene","NADH:ubiquinone oxidoreductase subunit B5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52267]",TRUE,FALSE
"ENSG00000250993","ENSG00000250993","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000150628","ENSG00000150628","SPATA4","protein_coding","spermatogenesis associated 4 [Source:HGNC Symbol;Acc:HGNC:17333]",TRUE,TRUE
"ENSG00000270387","ENSG00000270387","","processed_pseudogene","ret finger protein-like 4A (RFPL4A) pseudogene",FALSE,FALSE
"ENSG00000287571","ENSG00000287571","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000248339","ENSG00000248339","LINC02504","lncRNA","long intergenic non-protein coding RNA 2504 [Source:HGNC Symbol;Acc:HGNC:53493]",TRUE,FALSE
"ENSG00000249642","ENSG00000249642","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250024","ENSG00000250024","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249269","ENSG00000249269",NA,NA,NA,FALSE,FALSE
"ENSG00000249742","ENSG00000249742","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000150630","ENSG00000150630","VEGFC","protein_coding","vascular endothelial growth factor C [Source:HGNC Symbol;Acc:HGNC:12682]",TRUE,TRUE
"ENSG00000251223","ENSG00000251223","MTCO1P9","unprocessed_pseudogene","MT-CO1 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:52011]",TRUE,FALSE
"ENSG00000232648","ENSG00000232648","ING2-DT","lncRNA","ING2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55723]",TRUE,FALSE
"ENSG00000249425","ENSG00000249425","LINC02477","lncRNA","long intergenic non-protein coding RNA 2477 [Source:HGNC Symbol;Acc:HGNC:53425]",TRUE,FALSE
"ENSG00000241011","ENSG00000241011","","processed_pseudogene","Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (FAU) pseudogene",FALSE,FALSE
"ENSG00000145414","ENSG00000145414","NAF1","protein_coding","nuclear assembly factor 1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:25126]",TRUE,TRUE
"ENSG00000185758","ENSG00000185758","CLDN24","protein_coding","claudin 24 [Source:HGNC Symbol;Acc:HGNC:37200]",TRUE,TRUE
"ENSG00000250263","ENSG00000250263","LINC02509","lncRNA","long intergenic non-protein coding RNA 2509 [Source:HGNC Symbol;Acc:HGNC:53498]",TRUE,FALSE
"ENSG00000240159","ENSG00000240159","RPL6P16","transcribed_processed_pseudogene","ribosomal protein L6 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:35674]",TRUE,FALSE
"ENSG00000250372","ENSG00000250372","MARK2P4","processed_pseudogene","MARK2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39795]",TRUE,FALSE
"ENSG00000248980","ENSG00000248980","SPCS3-AS1","lncRNA","SPCS3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54818]",TRUE,FALSE
"ENSG00000279994","ENSG00000279994","","TEC","TEC",FALSE,FALSE
"ENSG00000164144","ENSG00000164144","ARFIP1","protein_coding","ARF interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21496]",TRUE,TRUE
"ENSG00000227283","ENSG00000227283","RPL35AP12","processed_pseudogene","ribosomal protein L35a pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:36068]",TRUE,FALSE
"ENSG00000250200","ENSG00000250200","","processed_pseudogene","GC-rich promoter binding protein 1-like 1 (GPBP1L1) pseudogene",FALSE,FALSE
"ENSG00000251359","ENSG00000251359","WWC2-AS2","lncRNA","WWC2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:26390]",TRUE,FALSE
"ENSG00000218336","ENSG00000218336","TENM3","protein_coding","teneurin transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:29944]",TRUE,TRUE
"ENSG00000173320","ENSG00000173320","STOX2","protein_coding","storkhead box 2 [Source:HGNC Symbol;Acc:HGNC:25450]",TRUE,TRUE
"ENSG00000129128","ENSG00000129128","SPCS3","protein_coding","signal peptidase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26212]",TRUE,TRUE
"ENSG00000184108","ENSG00000184108","TRIML1","protein_coding","tripartite motif family like 1 [Source:HGNC Symbol;Acc:HGNC:26698]",TRUE,TRUE
"ENSG00000151617","ENSG00000151617","EDNRA","protein_coding","endothelin receptor type A [Source:HGNC Symbol;Acc:HGNC:3179]",TRUE,TRUE
"ENSG00000249460","ENSG00000249460","LINC02500","lncRNA","long intergenic non-protein coding RNA 2500 [Source:HGNC Symbol;Acc:HGNC:53488]",TRUE,FALSE
"ENSG00000250523","ENSG00000250523","","processed_pseudogene","pseudogene similar to part of cleavage and polyadenylation specific factor 4-like (CPSF4L)",FALSE,FALSE
"ENSG00000248822","ENSG00000248822","APOBEC3AP1","transcribed_processed_pseudogene","apolipoprotein B mRNA editing enzyme catalytic subunit 3A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43835]",TRUE,FALSE
"ENSG00000250968","ENSG00000250968","LINC02382","lncRNA","long intergenic non-protein coding RNA 2382 [Source:HGNC Symbol;Acc:HGNC:53305]",TRUE,FALSE
"ENSG00000249084","ENSG00000249084","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000196104","ENSG00000196104","SPOCK3","protein_coding","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3 [Source:HGNC Symbol;Acc:HGNC:13565]",TRUE,TRUE
"ENSG00000250431","ENSG00000250431",NA,NA,NA,FALSE,FALSE
"ENSG00000248739","ENSG00000248739","","processed_pseudogene","phosphoribosyl pyrophosphate synthetase 1 (PRPS1) pseudogene",FALSE,FALSE
"ENSG00000260303","ENSG00000260303","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000248748","ENSG00000248748","MTND5P9","unprocessed_pseudogene","MT-ND5 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:42305]",TRUE,FALSE
"ENSG00000198948","ENSG00000198948","MFAP3L","protein_coding","microfibril associated protein 3 like [Source:HGNC Symbol;Acc:HGNC:29083]",TRUE,TRUE
"ENSG00000250754","ENSG00000250754","LINC02436","lncRNA","long intergenic non-protein coding RNA 2436 [Source:HGNC Symbol;Acc:HGNC:53368]",TRUE,FALSE
"ENSG00000109466","ENSG00000109466","KLHL2","protein_coding","kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353]",TRUE,TRUE
"ENSG00000251584","ENSG00000251584","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000151729","ENSG00000151729","SLC25A4","protein_coding","solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]",TRUE,TRUE
"ENSG00000287544","ENSG00000287544","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000248396","ENSG00000248396","TOMM22P4","processed_pseudogene","TOMM22 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:38740]",TRUE,FALSE
"ENSG00000251482","ENSG00000251482","AKIRIN2P1","processed_pseudogene","akirin 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50796]",TRUE,FALSE
"ENSG00000251200","ENSG00000251200","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250042","ENSG00000250042","LINC02514","lncRNA","long intergenic non-protein coding RNA 2514 [Source:HGNC Symbol;Acc:HGNC:53503]",TRUE,FALSE
"ENSG00000250252","ENSG00000250252","LINC02430","lncRNA","long intergenic non-protein coding RNA 2430 [Source:HGNC Symbol;Acc:HGNC:53361]",TRUE,FALSE
"ENSG00000038002","ENSG00000038002","AGA","protein_coding","aspartylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:318]",TRUE,TRUE
"ENSG00000250829","ENSG00000250829","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250547","ENSG00000250547","","processed_pseudogene","mitochondrial ribosomal protein S5 (MRPS5) pseudogene",FALSE,FALSE
"ENSG00000250910","ENSG00000250910","MAP9-AS1","lncRNA","MAP9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56110]",TRUE,FALSE
"ENSG00000242635","ENSG00000242635","RPS14P7","transcribed_processed_pseudogene","ribosomal protein S14 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:36961]",TRUE,FALSE
"ENSG00000248913","ENSG00000248913","PHB1P14","processed_pseudogene","PHB1 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:39293]",TRUE,FALSE
"ENSG00000250475","ENSG00000250475","RPL6P11","unprocessed_pseudogene","ribosomal protein L6 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:55893]",TRUE,FALSE
"ENSG00000164031","ENSG00000164031","DNAJB14","protein_coding","DnaJ heat shock protein family (Hsp40) member B14 [Source:HGNC Symbol;Acc:HGNC:25881]",TRUE,TRUE
"ENSG00000287349","ENSG00000287349","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249943","ENSG00000249943","","processed_pseudogene","myeloid cell leukemia sequence 1 (BCL2-related) (MCL1) pseudogene",FALSE,FALSE
"ENSG00000286720","ENSG00000286720","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000248694","ENSG00000248694","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250997","ENSG00000250997","","processed_pseudogene","v-myb myeloblastosis viral oncogene homolog (avian)-like 2 (MYBL2) pseudogene",FALSE,FALSE
"ENSG00000248880","ENSG00000248880","ICE2P1","processed_pseudogene","interactor of little elongation complex ELL subunit 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:48856]",TRUE,FALSE
"ENSG00000248601","ENSG00000248601","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000171509","ENSG00000171509","RXFP1","protein_coding","relaxin family peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:19718]",TRUE,TRUE
"ENSG00000250150","ENSG00000250150","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250739","ENSG00000250739","LINC01262","lncRNA","long intergenic non-protein coding RNA 1262 [Source:HGNC Symbol;Acc:HGNC:50275]",TRUE,FALSE
"ENSG00000225356","ENSG00000225356","","processed_pseudogene","epithelial cell adhesion molecule (EPCAM) pseudo",FALSE,FALSE
"ENSG00000249409","ENSG00000249409","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000286119","ENSG00000286119","","lncRNA","novel trasncript",FALSE,FALSE
"ENSG00000270336","ENSG00000270336","","processed_pseudogene","protein phosphatase 2, catalytic subunit, beta isozyme (PPP2CB) pseudogene",FALSE,FALSE
"ENSG00000250620","ENSG00000250620","LINC02515","lncRNA","long intergenic non-protein coding RNA 2515 [Source:HGNC Symbol;Acc:HGNC:53504]",TRUE,FALSE
"ENSG00000249747","ENSG00000249747","LINC02374","lncRNA","long intergenic non-protein coding RNA 2374 [Source:HGNC Symbol;Acc:HGNC:53296]",TRUE,FALSE
"ENSG00000272218","ENSG00000272218",NA,NA,NA,FALSE,FALSE
"ENSG00000151612","ENSG00000151612","ZNF827","protein_coding","zinc finger protein 827 [Source:HGNC Symbol;Acc:HGNC:27193]",TRUE,TRUE
"ENSG00000287183","ENSG00000287183","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250704","ENSG00000250704","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000197410","ENSG00000197410","DCHS2","protein_coding","dachsous cadherin-related 2 [Source:HGNC Symbol;Acc:HGNC:23111]",TRUE,TRUE
"ENSG00000164142","ENSG00000164142","FHIP1A","protein_coding","FHF complex subunit HOOK interacting protein 1A [Source:HGNC Symbol;Acc:HGNC:34237]",TRUE,TRUE
"ENSG00000168564","ENSG00000168564","CDKN2AIP","protein_coding","CDKN2A interacting protein [Source:HGNC Symbol;Acc:HGNC:24325]",TRUE,TRUE
"ENSG00000273449","ENSG00000273449","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249162","ENSG00000249162","ADAM20P3","processed_pseudogene","ADAM metallopeptidase domain 20 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43902]",TRUE,FALSE
"ENSG00000248548","ENSG00000248548","MTND4P8","unprocessed_pseudogene","MT-ND4 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42227]",TRUE,FALSE
"ENSG00000287822","ENSG00000287822","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000283383","ENSG00000283383","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249458","ENSG00000249458","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250666","ENSG00000250666","LINC01596","lncRNA","long intergenic non-protein coding RNA 1596 [Source:HGNC Symbol;Acc:HGNC:51591]",TRUE,FALSE
"ENSG00000279139","ENSG00000279139","","TEC","TEC",FALSE,FALSE
"ENSG00000280219","ENSG00000280219","","TEC","TEC",FALSE,FALSE
"ENSG00000249525","ENSG00000249525","","processed_pseudogene","RWD domain containing 2B (RWDD2B) pseudogene",FALSE,FALSE
"ENSG00000240992","ENSG00000240992","RPS23P4","processed_pseudogene","ribosomal protein S23 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:36633]",TRUE,FALSE
"ENSG00000179059","ENSG00000179059","ZFP42","protein_coding","ZFP42 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:30949]",TRUE,TRUE
"ENSG00000249127","ENSG00000249127","MTND3P3","unprocessed_pseudogene","MT-ND3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:42155]",TRUE,FALSE
"ENSG00000286734","ENSG00000286734","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000279098","ENSG00000279098","","TEC","TEC",FALSE,FALSE
"ENSG00000151718","ENSG00000151718","WWC2","protein_coding","WW and C2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24148]",TRUE,TRUE
"ENSG00000250357","ENSG00000250357","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000251632","ENSG00000251632","LINC02172","lncRNA","long intergenic non-protein coding RNA 2172 [Source:HGNC Symbol;Acc:HGNC:53034]",TRUE,FALSE
"ENSG00000164120","ENSG00000164120","HPGD","protein_coding","15-hydroxyprostaglandin dehydrogenase [Source:HGNC Symbol;Acc:HGNC:5154]",TRUE,TRUE
"ENSG00000249539","ENSG00000249539","MRPS36P2","processed_pseudogene","mitochondrial ribosomal protein S36 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:29772]",TRUE,FALSE
"ENSG00000286860","ENSG00000286860","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000251611","ENSG00000251611","FHIP1A-DT","lncRNA","FHIP1A divergent transcript [Source:HGNC Symbol;Acc:HGNC:53123]",TRUE,FALSE
"ENSG00000250590","ENSG00000250590","LINC02492","lncRNA","long intergenic non-protein coding RNA 2492 [Source:HGNC Symbol;Acc:HGNC:53476]",TRUE,FALSE
"ENSG00000168538","ENSG00000168538","TRAPPC11","protein_coding","trafficking protein particle complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:25751]",TRUE,TRUE
"ENSG00000272566","ENSG00000272566","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000283043","ENSG00000283043","","processed_pseudogene","ribosomal protein, large, P1 (RPLP1) pseudogene",FALSE,FALSE
"ENSG00000251336","ENSG00000251336",NA,NA,NA,FALSE,FALSE
"ENSG00000151005","ENSG00000151005","TKTL2","protein_coding","transketolase like 2 [Source:HGNC Symbol;Acc:HGNC:25313]",TRUE,TRUE
"ENSG00000250971","ENSG00000250971","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250658","ENSG00000250658","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000251619","ENSG00000251619","LINC02508","lncRNA","long intergenic non-protein coding RNA 2508 [Source:HGNC Symbol;Acc:HGNC:53497]",TRUE,FALSE
"ENSG00000250957","ENSG00000250957",NA,NA,NA,FALSE,FALSE
"ENSG00000248429","ENSG00000248429","GASK1B-AS1","lncRNA","GASK1B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53132]",TRUE,FALSE
"ENSG00000177803","ENSG00000177803","YWHAQP4","processed_pseudogene","YWHAQ pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37683]",TRUE,FALSE
"ENSG00000251165","ENSG00000251165","F11-AS1","lncRNA","F11 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27725]",TRUE,FALSE
"ENSG00000251643","ENSG00000251643","COPS3P1","processed_pseudogene","COPS3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56728]",TRUE,FALSE
"ENSG00000286641","ENSG00000286641","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000248551","ENSG00000248551","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000251073","ENSG00000251073","NUDT19P5","transcribed_processed_pseudogene","NUDT19 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:43589]",TRUE,FALSE
"ENSG00000272646","ENSG00000272646","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000251416","ENSG00000251416",NA,NA,NA,FALSE,FALSE
"ENSG00000248210","ENSG00000248210","LINC02355","lncRNA","long intergenic non-protein coding RNA 2355 [Source:HGNC Symbol;Acc:HGNC:53277]",TRUE,FALSE
"ENSG00000286133","ENSG00000286133",NA,NA,NA,FALSE,FALSE
"ENSG00000174145","ENSG00000174145","NWD2","protein_coding","NACHT and WD repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29229]",TRUE,TRUE
"ENSG00000250195","ENSG00000250195","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249698","ENSG00000249698","MTCO3P9","unprocessed_pseudogene","MT-CO3 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:52039]",TRUE,FALSE
"ENSG00000213434","ENSG00000213434","VTI1BP2","transcribed_processed_pseudogene","vesicle transport through interaction with t-SNAREs 1B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43728]",TRUE,FALSE
"ENSG00000249066","ENSG00000249066","LINC02496","lncRNA","long intergenic non-protein coding RNA 2496 [Source:HGNC Symbol;Acc:HGNC:53480]",TRUE,FALSE
"ENSG00000251213","ENSG00000251213","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249945","ENSG00000249945","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000225176","ENSG00000225176","ATP5MGP4","processed_pseudogene","ATP synthase membrane subunit g pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:38165]",TRUE,FALSE
"ENSG00000250577","ENSG00000250577","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000275826","ENSG00000275826","","processed_pseudogene","heat shock 70kDa protein 8 (HSPA8) pseudogene",FALSE,FALSE
"ENSG00000251490","ENSG00000251490","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249818","ENSG00000249818","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000185149","ENSG00000185149","NPY2R","protein_coding","neuropeptide Y receptor Y2 [Source:HGNC Symbol;Acc:HGNC:7957]",TRUE,TRUE
"ENSG00000251609","ENSG00000251609","SETP12","processed_pseudogene","SET pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:42931]",TRUE,FALSE
"ENSG00000250501","ENSG00000250501","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000180015","ENSG00000180015","","transcribed_processed_pseudogene","mitochondrial translational release factor 1-like (MTRF1L) pseudogene",FALSE,FALSE
