"ensembl_id_original","ensembl_id_clean","gene_symbol","gene_biotype","description","has_symbol","is_protein_coding"
"ENSG00000239115","ENSG00000239115","RNU7-67P","snRNA","RNA, U7 small nuclear 67 pseudogene [Source:HGNC Symbol;Acc:HGNC:34163]",TRUE,FALSE
"ENSG00000199354","ENSG00000199354","RNA5SP273","rRNA_pseudogene","RNA, 5S ribosomal pseudogene 273 [Source:HGNC Symbol;Acc:HGNC:43173]",TRUE,FALSE
"ENSG00000244033","ENSG00000244033","RN7SL228P","misc_RNA","RNA, 7SL, cytoplasmic 228, pseudogene [Source:HGNC Symbol;Acc:HGNC:46244]",TRUE,FALSE
"ENSG00000242170","ENSG00000242170","RN7SL329P","misc_RNA","RNA, 7SL, cytoplasmic 329, pseudogene [Source:HGNC Symbol;Acc:HGNC:46345]",TRUE,FALSE
"ENSG00000240151","ENSG00000240151","RN7SL826P","misc_RNA","RNA, 7SL, cytoplasmic 826, pseudogene [Source:HGNC Symbol;Acc:HGNC:46842]",TRUE,FALSE
"ENSG00000238399","ENSG00000238399","MIR2053","miRNA","microRNA 2053 [Source:HGNC Symbol;Acc:HGNC:37069]",TRUE,FALSE
"ENSG00000201782","ENSG00000201782","RN7SKP226","misc_RNA","RN7SK pseudogene 226 [Source:HGNC Symbol;Acc:HGNC:45950]",TRUE,FALSE
"ENSG00000252297","ENSG00000252297","RNU6-875P","snRNA","RNA, U6 small nuclear 875, pseudogene [Source:HGNC Symbol;Acc:HGNC:47838]",TRUE,FALSE
"ENSG00000276479","ENSG00000276479","MIR548AZ","miRNA","microRNA 548az [Source:HGNC Symbol;Acc:HGNC:49981]",TRUE,FALSE
"ENSG00000283172","ENSG00000283172","MIR548D1","miRNA","microRNA 548d-1 [Source:HGNC Symbol;Acc:HGNC:32801]",TRUE,FALSE
"ENSG00000252158","ENSG00000252158","","snoRNA","Small nucleolar RNA SNORA72 [Source:RFAM;Acc:RF00139]",FALSE,FALSE
"ENSG00000202360","ENSG00000202360","RN7SKP249","misc_RNA","RN7SK pseudogene 249 [Source:HGNC Symbol;Acc:HGNC:45973]",TRUE,FALSE
"ENSG00000244642","ENSG00000244642","RN7SL396P","misc_RNA","RNA, 7SL, cytoplasmic 396, pseudogene [Source:HGNC Symbol;Acc:HGNC:46412]",TRUE,FALSE
"ENSG00000252852","ENSG00000252852","","snoRNA","",FALSE,FALSE
"ENSG00000207704","ENSG00000207704","MIR548AA1","miRNA","microRNA 548aa-1 [Source:HGNC Symbol;Acc:HGNC:38944]",TRUE,FALSE
"ENSG00000222795","ENSG00000222795","RNU4-83P","snRNA","RNA, U4 small nuclear 83, pseudogene [Source:HGNC Symbol;Acc:HGNC:47019]",TRUE,FALSE
"ENSG00000199732","ENSG00000199732","","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]",FALSE,FALSE
"ENSG00000202356","ENSG00000202356","RNA5SP277","rRNA_pseudogene","RNA, 5S ribosomal pseudogene 277 [Source:HGNC Symbol;Acc:HGNC:43177]",TRUE,FALSE
"ENSG00000238372","ENSG00000238372","","snoRNA","",FALSE,FALSE
"ENSG00000278374","ENSG00000278374","","snRNA","U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]",FALSE,FALSE
"ENSG00000265247","ENSG00000265247","MIR4472-1","miRNA","microRNA 4472-1 [Source:HGNC Symbol;Acc:HGNC:41644]",TRUE,FALSE
"ENSG00000222146","ENSG00000222146","RNU4-37P","snRNA","RNA, U4 small nuclear 37, pseudogene [Source:HGNC Symbol;Acc:HGNC:46973]",TRUE,FALSE
"ENSG00000276961","ENSG00000276961","MIR7848","miRNA","microRNA 7848 [Source:HGNC Symbol;Acc:HGNC:50058]",TRUE,FALSE
"ENSG00000266712","ENSG00000266712","MIR3149","miRNA","microRNA 3149 [Source:HGNC Symbol;Acc:HGNC:38251]",TRUE,FALSE
"ENSG00000221261","ENSG00000221261","MIR1208","miRNA","microRNA 1208 [Source:HGNC Symbol;Acc:HGNC:35274]",TRUE,FALSE
"ENSG00000221768","ENSG00000221768","MIR1302-7","miRNA","microRNA 1302-7 [Source:HGNC Symbol;Acc:HGNC:35299]",TRUE,FALSE
"ENSG00000238901","ENSG00000238901","","snoRNA","",FALSE,FALSE
"ENSG00000206695","ENSG00000206695","RNU6-442P","snRNA","RNA, U6 small nuclear 442, pseudogene [Source:HGNC Symbol;Acc:HGNC:47405]",TRUE,FALSE
"ENSG00000253602","ENSG00000253602","RN7SL260P","misc_RNA","RNA, 7SL, cytoplasmic 260, pseudogene [Source:HGNC Symbol;Acc:HGNC:46276]",TRUE,FALSE
"ENSG00000212221","ENSG00000212221","RNU6-220P","snRNA","RNA, U6 small nuclear 220, pseudogene [Source:HGNC Symbol;Acc:HGNC:47183]",TRUE,FALSE
"ENSG00000271555","ENSG00000271555","","lncRNA","novel transcript, sense intronic KANK1",FALSE,FALSE
"ENSG00000288611","ENSG00000288611","NPBWR1","protein_coding","neuropeptides B and W receptor 1 [Source:HGNC Symbol;Acc:HGNC:4522]",TRUE,TRUE
"ENSG00000248911","ENSG00000248911","","processed_pseudogene","ring finger protein 2 (RNF2) pseudogene",FALSE,FALSE
"ENSG00000147535","ENSG00000147535","PLPP5","protein_coding","phospholipid phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:25026]",TRUE,TRUE
"ENSG00000147548","ENSG00000147548","NSD3","protein_coding","nuclear receptor binding SET domain protein 3 [Source:HGNC Symbol;Acc:HGNC:12767]",TRUE,TRUE
"ENSG00000255487","ENSG00000255487","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000254898","ENSG00000254898","","lncRNA","novel transcript, antisense to NSD3",FALSE,FALSE
"ENSG00000272092","ENSG00000272092","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000272159","ENSG00000272159","","lncRNA","novel transcript, antisense to LETM2",FALSE,FALSE
"ENSG00000255201","ENSG00000255201","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000196166","ENSG00000196166","LINC03042","lncRNA","long intergenic non-protein coding RNA 3042 [Source:HGNC Symbol;Acc:HGNC:33774]",TRUE,FALSE
"ENSG00000253570","ENSG00000253570","RNF5P1","processed_pseudogene","ring finger protein 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31053]",TRUE,FALSE
"ENSG00000254321","ENSG00000254321","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000207258","ENSG00000207258","","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]",FALSE,FALSE
"ENSG00000253574","ENSG00000253574","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250733","ENSG00000250733","C8orf17","TEC","chromosome 8 putative open reading frame 17 [Source:HGNC Symbol;Acc:HGNC:17737]",TRUE,FALSE
"ENSG00000278324","ENSG00000278324","","misc_RNA","",FALSE,FALSE
"ENSG00000221771","ENSG00000221771","MIR1205","miRNA","microRNA 1205 [Source:HGNC Symbol;Acc:HGNC:35271]",TRUE,FALSE
"ENSG00000207110","ENSG00000207110","RNVU1-32","snRNA","RNA, variant U1 small nuclear 32 [Source:HGNC Symbol;Acc:HGNC:48448]",TRUE,FALSE
"ENSG00000283200","ENSG00000283200","MIR1206","miRNA","microRNA 1206 [Source:HGNC Symbol;Acc:HGNC:35272]",TRUE,FALSE
"ENSG00000278275","ENSG00000278275","","transcribed_processed_pseudogene","protein tyrosine phosphatase type IVA, member 1 (PTP4A1) pseudogene",FALSE,FALSE
"ENSG00000222501","ENSG00000222501","RNU4-25P","snRNA","RNA, U4 small nuclear 25, pseudogene [Source:HGNC Symbol;Acc:HGNC:46961]",TRUE,FALSE
"ENSG00000221176","ENSG00000221176","MIR1207","miRNA","microRNA 1207 [Source:HGNC Symbol;Acc:HGNC:35273]",TRUE,FALSE
"ENSG00000280055","ENSG00000280055","LINC02912","lncRNA","long intergenic non-protein coding RNA 2912 [Source:HGNC Symbol;Acc:HGNC:32295]",TRUE,FALSE
"ENSG00000269954","ENSG00000269954","BLK-AS1","lncRNA","BLK antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58190]",TRUE,FALSE
"ENSG00000170983","ENSG00000170983","LINC00208","lncRNA","long intergenic non-protein coding RNA 208 [Source:HGNC Symbol;Acc:HGNC:15535]",TRUE,FALSE
"ENSG00000227203","ENSG00000227203","SUB1P1","transcribed_processed_pseudogene","SUB1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32300]",TRUE,FALSE
"ENSG00000255046","ENSG00000255046","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000255144","ENSG00000255144","","unprocessed_pseudogene","transmembrane protein 126A  (TMEM126A) pseudogene",FALSE,FALSE
"ENSG00000199985","ENSG00000199985","RNA5SP264","rRNA_pseudogene","RNA, 5S ribosomal pseudogene 264 [Source:HGNC Symbol;Acc:HGNC:43164]",TRUE,FALSE
"ENSG00000274489","ENSG00000274489","","processed_pseudogene","mitochondrial ribosomal protein S7 (MRPS7) pseudogene",FALSE,FALSE
"ENSG00000243503","ENSG00000243503","","processed_pseudogene","ribosomal protein L26 (RPL26) pseudogene",FALSE,FALSE
"ENSG00000254238","ENSG00000254238","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000253712","ENSG00000253712","LINC02886","lncRNA","long intergenic non-protein coding RNA 2886 [Source:HGNC Symbol;Acc:HGNC:54867]",TRUE,FALSE
"ENSG00000253229","ENSG00000253229","HIGD1AP6","processed_pseudogene","HIG1 hypoxia inducible domain family member 1A pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:43001]",TRUE,FALSE
"ENSG00000254023","ENSG00000254023","PKMP4","processed_pseudogene","pyruvate kinase M1/2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:44246]",TRUE,FALSE
"ENSG00000249395","ENSG00000249395","CASC9","lncRNA","cancer susceptibility 9 [Source:HGNC Symbol;Acc:HGNC:48906]",TRUE,FALSE
"ENSG00000104415","ENSG00000104415","CCN4","protein_coding","cellular communication network factor 4 [Source:HGNC Symbol;Acc:HGNC:12769]",TRUE,TRUE
"ENSG00000243537","ENSG00000243537","RPL32P20","processed_pseudogene","ribosomal protein L32 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:35934]",TRUE,FALSE
"ENSG00000253638","ENSG00000253638","DPPA3P7","processed_pseudogene","DPPA3 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:56535]",TRUE,FALSE
"ENSG00000160882","ENSG00000160882","CYP11B1","protein_coding","cytochrome P450 family 11 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2591]",TRUE,TRUE
"ENSG00000129696","ENSG00000129696","TTI2","protein_coding","TELO2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:26262]",TRUE,TRUE
"ENSG00000205268","ENSG00000205268","PDE7A","protein_coding","phosphodiesterase 7A [Source:HGNC Symbol;Acc:HGNC:8791]",TRUE,TRUE
"ENSG00000104450","ENSG00000104450","SPAG1","protein_coding","sperm associated antigen 1 [Source:HGNC Symbol;Acc:HGNC:11212]",TRUE,TRUE
"ENSG00000104435","ENSG00000104435","STMN2","protein_coding","stathmin 2 [Source:HGNC Symbol;Acc:HGNC:10577]",TRUE,TRUE
"ENSG00000154328","ENSG00000154328","NEIL2","protein_coding","nei like DNA glycosylase 2 [Source:HGNC Symbol;Acc:HGNC:18956]",TRUE,TRUE
"ENSG00000104369","ENSG00000104369","JPH1","protein_coding","junctophilin 1 [Source:HGNC Symbol;Acc:HGNC:14201]",TRUE,TRUE
"ENSG00000253596","ENSG00000253596","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000207417","ENSG00000207417","","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]",FALSE,FALSE
"ENSG00000266502","ENSG00000266502","MIR5681A","miRNA","microRNA 5681a [Source:HGNC Symbol;Acc:HGNC:43518]",TRUE,FALSE
"ENSG00000283505","ENSG00000283505","MIR5681B","miRNA","microRNA 5681b [Source:HGNC Symbol;Acc:HGNC:43538]",TRUE,FALSE
"ENSG00000254349","ENSG00000254349","MIR2052HG","lncRNA","MIR2052 host gene [Source:HGNC Symbol;Acc:HGNC:51555]",TRUE,FALSE
"ENSG00000253341","ENSG00000253341","PCBP2P2","processed_pseudogene","PCBP2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:8650]",TRUE,FALSE
"ENSG00000254080","ENSG00000254080","LINC03071","lncRNA","long intergenic non-protein coding RNA 3071 [Source:HGNC Symbol;Acc:HGNC:56645]",TRUE,FALSE
"ENSG00000283188","ENSG00000283188","MIR2052","miRNA","microRNA 2052 [Source:HGNC Symbol;Acc:HGNC:37068]",TRUE,FALSE
"ENSG00000253777","ENSG00000253777","","processed_pseudogene","RAB9A, member RAS oncogene family (RAB9A) pseudogene",FALSE,FALSE
"ENSG00000253944","ENSG00000253944","MTUS1-DT","lncRNA","MTUS1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55525]",TRUE,FALSE
"ENSG00000253671","ENSG00000253671",NA,NA,NA,FALSE,FALSE
"ENSG00000104760","ENSG00000104760","FGL1","protein_coding","fibrinogen like 1 [Source:HGNC Symbol;Acc:HGNC:3695]",TRUE,TRUE
"ENSG00000253215","ENSG00000253215","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000254054","ENSG00000254054","FGL1-AS1","lncRNA","FGL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58257]",TRUE,FALSE
"ENSG00000104763","ENSG00000104763","ASAH1","protein_coding","N-acylsphingosine amidohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:735]",TRUE,TRUE
"ENSG00000253384","ENSG00000253384","ABRAXAS1P2","processed_pseudogene","ABRAXAS1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:56462]",TRUE,FALSE
"ENSG00000286542","ENSG00000286542",NA,NA,NA,FALSE,FALSE
"ENSG00000254015","ENSG00000254015","MTND4LP26","processed_pseudogene","MT-ND4L pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:42260]",TRUE,FALSE
"ENSG00000237810","ENSG00000237810","","processed_pseudogene","polo-like kinase 1 (Drosophila) (PLK1) pseudogene",FALSE,FALSE
"ENSG00000285971","ENSG00000285971","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000254050","ENSG00000254050","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000253975","ENSG00000253975","","processed_pseudogene","ubiquitin-conjugating enzyme E2L 3 (UBE2L3) pseudogene",FALSE,FALSE
"ENSG00000287105","ENSG00000287105","","lncRNA","novel transcript, antisense to NKAIN3",FALSE,FALSE
"ENSG00000253517","ENSG00000253517","XRCC6P4","processed_pseudogene","X-ray repair cross complementing 6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:45186]",TRUE,FALSE
"ENSG00000253431","ENSG00000253431","SRPK2P","processed_pseudogene","SRSF protein kinase 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:30303]",TRUE,FALSE
"ENSG00000240915","ENSG00000240915","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000253121","ENSG00000253121","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000137561","ENSG00000137561","TTPA","protein_coding","alpha tocopherol transfer protein [Source:HGNC Symbol;Acc:HGNC:12404]",TRUE,TRUE
"ENSG00000253555","ENSG00000253555","TARDBPP4","unprocessed_pseudogene","TARDBP pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:55123]",TRUE,FALSE
"ENSG00000185728","ENSG00000185728","YTHDF3","protein_coding","YTH N6-methyladenosine RNA binding protein F3 [Source:HGNC Symbol;Acc:HGNC:26465]",TRUE,TRUE
"ENSG00000261542","ENSG00000261542","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000241964","ENSG00000241964","RN7SL135P","misc_RNA","RNA, 7SL, cytoplasmic 135, pseudogene [Source:HGNC Symbol;Acc:HGNC:46151]",TRUE,FALSE
"ENSG00000253706","ENSG00000253706","","lncRNA","novel transcript, antisense to PI15",FALSE,FALSE
"ENSG00000137558","ENSG00000137558","PI15","protein_coding","peptidase inhibitor 15 [Source:HGNC Symbol;Acc:HGNC:8946]",TRUE,TRUE
"ENSG00000254043","ENSG00000254043","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000104381","ENSG00000104381","GDAP1","protein_coding","ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15968]",TRUE,TRUE
"ENSG00000277586","ENSG00000277586","NEFL","protein_coding","neurofilament light chain [Source:HGNC Symbol;Acc:HGNC:7739]",TRUE,TRUE
"ENSG00000283327","ENSG00000283327","MIR6841","miRNA","microRNA 6841 [Source:HGNC Symbol;Acc:HGNC:50070]",TRUE,FALSE
"ENSG00000253832","ENSG00000253832","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000288055","ENSG00000288055",NA,NA,NA,FALSE,FALSE
"ENSG00000253225","ENSG00000253225","","processed_pseudogene","minichromosome maintenance complex component 3 associated protein (MCM3AP) pseudogene",FALSE,FALSE
"ENSG00000222755","ENSG00000222755","RN7SKP206","misc_RNA","RN7SK pseudogene 206 [Source:HGNC Symbol;Acc:HGNC:45930]",TRUE,FALSE
"ENSG00000253926","ENSG00000253926","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000263763","ENSG00000263763","MIR3686","miRNA","microRNA 3686 [Source:HGNC Symbol;Acc:HGNC:38887]",TRUE,FALSE
"ENSG00000285108","ENSG00000285108",NA,NA,NA,FALSE,FALSE
"ENSG00000224110","ENSG00000224110","MTRF1LP2","processed_pseudogene","mitochondrial translational release factor 1 like pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:50612]",TRUE,FALSE
"ENSG00000284054","ENSG00000284054","MIR7112","miRNA","microRNA 7112 [Source:HGNC Symbol;Acc:HGNC:50149]",TRUE,FALSE
"ENSG00000260428","ENSG00000260428","SCX","protein_coding","scleraxis bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:32322]",TRUE,TRUE
"ENSG00000185122","ENSG00000185122","HSF1","protein_coding","heat shock transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5224]",TRUE,TRUE
"ENSG00000185000","ENSG00000185000","DGAT1","protein_coding","diacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2843]",TRUE,TRUE
"ENSG00000254690","ENSG00000254690","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000284229","ENSG00000284229","MIR6848","miRNA","microRNA 6848 [Source:HGNC Symbol;Acc:HGNC:50176]",TRUE,FALSE
"ENSG00000261678","ENSG00000261678","SCRT1","protein_coding","scratch family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:15950]",TRUE,TRUE
"ENSG00000271698","ENSG00000271698","","protein_coding","novel transcript",FALSE,TRUE
"ENSG00000182325","ENSG00000182325","FBXL6","protein_coding","F-box and leucine rich repeat protein 6 [Source:HGNC Symbol;Acc:HGNC:13603]",TRUE,TRUE
"ENSG00000173137","ENSG00000173137","ADCK5","protein_coding","aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:HGNC:21738]",TRUE,TRUE
"ENSG00000071894","ENSG00000071894","CPSF1","protein_coding","cleavage and polyadenylation specific factor 1 [Source:HGNC Symbol;Acc:HGNC:2324]",TRUE,TRUE
"ENSG00000284310","ENSG00000284310","MIR939","miRNA","microRNA 939 [Source:HGNC Symbol;Acc:HGNC:33682]",TRUE,FALSE
"ENSG00000284139","ENSG00000284139","MIR1234","miRNA","microRNA 1234 [Source:HGNC Symbol;Acc:HGNC:33926]",TRUE,FALSE
"ENSG00000283770","ENSG00000283770","MIR6849","miRNA","microRNA 6849 [Source:HGNC Symbol;Acc:HGNC:49991]",TRUE,FALSE
"ENSG00000272115","ENSG00000272115","","lncRNA","novel transcript, antisense to SLC39A4",FALSE,FALSE
"ENSG00000147804","ENSG00000147804","SLC39A4","protein_coding","solute carrier family 39 member 4 [Source:HGNC Symbol;Acc:HGNC:17129]",TRUE,TRUE
"ENSG00000160948","ENSG00000160948","VPS28","protein_coding","VPS28 subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:18178]",TRUE,TRUE
"ENSG00000261236","ENSG00000261236","BOP1","protein_coding","BOP1 ribosomal biogenesis factor [Source:HGNC Symbol;Acc:HGNC:15519]",TRUE,TRUE
"ENSG00000185803","ENSG00000185803","SLC52A2","protein_coding","solute carrier family 52 member 2 [Source:HGNC Symbol;Acc:HGNC:30224]",TRUE,TRUE
"ENSG00000171428","ENSG00000171428","NAT1","protein_coding","N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7645]",TRUE,TRUE
"ENSG00000253937","ENSG00000253937","NATP","unprocessed_pseudogene","N-acetyltransferase pseudogene [Source:HGNC Symbol;Acc:HGNC:15]",TRUE,FALSE
"ENSG00000244593","ENSG00000244593","","processed_pseudogene","ribosomal protein L10a (RPL10A) pseudogene",FALSE,FALSE
"ENSG00000285624","ENSG00000285624","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000271654","ENSG00000271654","","processed_pseudogene","SURF6 (surfeit 6) pseudogene",FALSE,FALSE
"ENSG00000250494","ENSG00000250494","","processed_pseudogene","histone acetyltransferase 1 (HAT1) pseudogene",FALSE,FALSE
"ENSG00000254687","ENSG00000254687","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000260484","ENSG00000260484","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000274295","ENSG00000274295","","processed_pseudogene","polymerase (DNA directed), epsilon 2, accessory subunit (POLE2) pseudogene",FALSE,FALSE
"ENSG00000022567","ENSG00000022567","SLC45A4","protein_coding","solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]",TRUE,TRUE
"ENSG00000280035","ENSG00000280035","","TEC","TEC",FALSE,FALSE
"ENSG00000253307","ENSG00000253307","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000254019","ENSG00000254019","SLC45A4-AS1","lncRNA","SLC45A4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56711]",TRUE,FALSE
"ENSG00000254197","ENSG00000254197","SLC45A4-AS2","lncRNA","SLC45A4 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:58259]",TRUE,FALSE
"ENSG00000254291","ENSG00000254291","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000253595","ENSG00000253595","LINC01300","lncRNA","long intergenic non-protein coding RNA 1300 [Source:HGNC Symbol;Acc:HGNC:50460]",TRUE,FALSE
"ENSG00000261655","ENSG00000261655","","lncRNA","novel transcript, overlapping to GPR20",FALSE,FALSE
"ENSG00000204882","ENSG00000204882","GPR20","protein_coding","G protein-coupled receptor 20 [Source:HGNC Symbol;Acc:HGNC:4475]",TRUE,TRUE
"ENSG00000244998","ENSG00000244998","ASTILCS","lncRNA","antisense transcript of PTP4A3, liver carcinoma survival associated [Source:HGNC Symbol;Acc:HGNC:56718]",TRUE,FALSE
"ENSG00000271959","ENSG00000271959","","lncRNA","novel transcript, antisense to MROH5",FALSE,FALSE
"ENSG00000238854","ENSG00000238854","","snoRNA","",FALSE,FALSE
"ENSG00000253605","ENSG00000253605","HNRNPA1P38","processed_pseudogene","heterogeneous nuclear ribonucleoprotein A1pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:48767]",TRUE,FALSE
"ENSG00000240905","ENSG00000240905","RN7SL798P","misc_RNA","RNA, 7SL, cytoplasmic 798, pseudogene [Source:HGNC Symbol;Acc:HGNC:46814]",TRUE,FALSE
"ENSG00000241997","ENSG00000241997","RN7SL323P","misc_RNA","RNA, 7SL, cytoplasmic 323, pseudogene [Source:HGNC Symbol;Acc:HGNC:46339]",TRUE,FALSE
"ENSG00000236814","ENSG00000236814","","processed_pseudogene","proteasome (prosome, macropain) 26S subunit, ATPase, 6 (PSMC6) pseudogene",FALSE,FALSE
"ENSG00000238650","ENSG00000238650","SNORD54","snoRNA","small nucleolar RNA, C/D box 54 [Source:HGNC Symbol;Acc:HGNC:10204]",TRUE,FALSE
"ENSG00000253603","ENSG00000253603","CERNA3","lncRNA","competing endogenous lncRNA 3 for miR-645 [Source:HGNC Symbol;Acc:HGNC:53469]",TRUE,FALSE
"ENSG00000248578","ENSG00000248578","NPM1P21","processed_pseudogene","nucleophosmin 1 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:13855]",TRUE,FALSE
"ENSG00000172680","ENSG00000172680","MOS","protein_coding","MOS proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:7199]",TRUE,TRUE
"ENSG00000221093","ENSG00000221093","","snoRNA","",FALSE,FALSE
"ENSG00000181690","ENSG00000181690","PLAG1","protein_coding","PLAG1 zinc finger [Source:HGNC Symbol;Acc:HGNC:9045]",TRUE,TRUE
"ENSG00000170791","ENSG00000170791","CHCHD7","protein_coding","coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:HGNC Symbol;Acc:HGNC:28314]",TRUE,TRUE
"ENSG00000272343","ENSG00000272343","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000254216","ENSG00000254216","","processed_pseudogene","SPRYD4 SPRY domain containing 4 (SPRYD4) pseudogene",FALSE,FALSE
"ENSG00000104419","ENSG00000104419","NDRG1","protein_coding","N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]",TRUE,TRUE
"ENSG00000133742","ENSG00000133742","CA1","protein_coding","carbonic anhydrase 1 [Source:HGNC Symbol;Acc:HGNC:1368]",TRUE,TRUE
"ENSG00000176209","ENSG00000176209","SMIM19","protein_coding","small integral membrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25166]",TRUE,TRUE
"ENSG00000104447","ENSG00000104447","TRPS1","protein_coding","transcriptional repressor GATA binding 1 [Source:HGNC Symbol;Acc:HGNC:12340]",TRUE,TRUE
"ENSG00000120910","ENSG00000120910","PPP3CC","protein_coding","protein phosphatase 3 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9316]",TRUE,TRUE
"ENSG00000254673","ENSG00000254673","","protein_coding","novel protein",FALSE,TRUE
"ENSG00000168522","ENSG00000168522","FNTA","protein_coding","farnesyltransferase, CAAX box, subunit alpha [Source:HGNC Symbol;Acc:HGNC:3782]",TRUE,TRUE
"ENSG00000200731","ENSG00000200731","RNU1-124P","snRNA","RNA, U1 small nuclear 124, pseudogene [Source:HGNC Symbol;Acc:HGNC:48466]",TRUE,FALSE
"ENSG00000254198","ENSG00000254198","","processed_pseudogene","Family with sequence similarity 9, member C (FAM9C) pseudogene",FALSE,FALSE
"ENSG00000165102","ENSG00000165102","HGSNAT","protein_coding","heparan-alpha-glucosaminide N-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:26527]",TRUE,TRUE
"ENSG00000253611","ENSG00000253611","VN1R46P","processed_pseudogene","vomeronasal 1 receptor 46 pseudogene [Source:HGNC Symbol;Acc:HGNC:37366]",TRUE,FALSE
"ENSG00000253884","ENSG00000253884","","processed_pseudogene","chromosome 9 open reading frame 122 (C9orf122) pseudogene",FALSE,FALSE
"ENSG00000255166","ENSG00000255166","","processed_pseudogene","Ankyrin repeat domain-containing protein (ANKRD) pseudogene",FALSE,FALSE
"ENSG00000253312","ENSG00000253312","","processed_pseudogene","ankyrin repeat domain (ANKRD) pseudogene",FALSE,FALSE
"ENSG00000253186","ENSG00000253186","","unprocessed_pseudogene","coiled-coil domain containing 144 (CCDC144) pseudogene",FALSE,FALSE
"ENSG00000253606","ENSG00000253606","AFG3L2P1","processed_pseudogene","AFG3L2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24169]",TRUE,FALSE
"ENSG00000234713","ENSG00000234713","","processed_pseudogene","spermatogenesis associated 5-like 1 (SPATA5L1) pseudogene",FALSE,FALSE
"ENSG00000253707","ENSG00000253707","","processed_pseudogene","S-phase response (cyclin related) (SPHAR) pseudogene",FALSE,FALSE
